,KBP1000M,KBP1005M,KBP1006M,KBP1007M,KBP1008M,KBP1009M,KBP1010M,KBP1011M,KBP1012M,KBP1013M,KBP1014M,KBP1015M,KBP1016M,KBP1017M,KBP1020M,KBP1021M,KBP1025M,KBP1026M,KBP1027M,KBP1028M,KBP1029M,KBP1030M,KBP1031M,KBP1033M,KBP1034M,KBP1035M,KBP1036M,KBP1042M,KBP1043M,KBP1045M,KBP1046M,KBP1047M,KBP1048M,KBP1049M,KBP1050M,KBP1051M,KBP1053M,KBP1061M,KBP1062M,KBP1063M,KBP1065M,KBP1066M,KBP1067M,KBP1069M,KBP1070M,KBP1071M,KBP1072M,KBP1073M,KBP1075M,KBP1076M,KBP1077M,KBP1078M,KBP1080M,KBP1081M,KBP1082M,KBP1083M,KBP1084M,KBP1085M,KBP1086M,KBP1087M,KBP1088M,KBP1089M,KBP1090M,KBP1091M,KBP1092M,KBP1093M,KBP1100M,KBP1101M,KBP1102M,KBP1104M,KBP1107M,KBP1108M,KBP1109M,KBP1110M,KBP1111M,KBP1113M,KBP1120M,KBP1121M,KBP1122M,KBP1123M,KBP1124M,KBP1125M,KBP1126M,KBP1127M,KBP1128M,KBP1129M,KBP1130M,KBP1131M,KBP1132M,KBP1143M,KBP1144M,KBP1145M,KBP1146M,KBP1147M,KBP1150M,KBP1152M,KBP1153M,KBP1154M,KBP1155M,KBP1160M,KBP1161M,KBP1162M,KBP1163M,KBP1166M,KBP1167M,KBP1168M,KBP1169M,KBP1170M,KBP1171M,KBP1172M,KBP1173M,KBP1174M,KBP1181M,KBP1182M,KBP1183M,KBP1184M,KBP1185M,KBP1191M,KBP1192M,KBP1193M,KBP1194M,KBP1198M,KBP1199M,KBP1200M,KBP1201M,KBP1202M,KBP1203M,KBP1204M,KBP1205M,KBP1206M,KBP1207M,KBP1208M,KBP1209M,KBP1210M,KBP1211M,KBP1212M,KBP1213M,KBP1220M,KBP1221M,KBP1222M,KBP1223M,KBP1224M,KBP1225M,KBP1227M,KBP1228M,KBP1229M,KBP1230M,KBP1231M,KBP1232M,KBP1240M,KBP1241M,KBP1242M,KBP1244M,KBP1245M,KBP1246M,KBP1247M,KBP1250M,KBP1251M,KBP1252M,KBP1255M,KBP1260M,KBP1261M,KBP1261N,KBP1262M,KBP1263M,KBP1263N,KBP1264M,KBP1265M,KBP1265N,KBP1273M,KBP1274M,KBP1275M,KBP1276M,KBP1277M,KBP1278M,KBP1279M,KBP1280M,KBP1281M,KBP1290M,KBP1291M,KBP1293M,KBP1294M,KBP1295M,KBP1296M,KBP1297M,KBP1298M,KBP1299M,KBP1300M,KBP1301M,KBP1312M,KBP1313M,KBP1314M,KBP1316M,KBP1319M,KBP1320M,KBP1321M,KBP1322M,KBP1330H,KBP1330M,KBP1334M,KBP1335M,KBP1336M,KBP1338M,KBP1339M,KBP1342M,KBP1344M,KBP1345M,KBP1346M,KBP1347A,KBP1347H,KBP1347I,KBP1347M,KBP1347N,KBP1348M,KBP1349M,KBP1350M,KBP1351M,KBP1352M,KBP1353M,KBP1356H,KBP1356M,KBP1358M,KBP1359M,KBP1360M,KBP1361M,KBP1362M,KBP1363M,KBP1364M,KBP1365M,KBP1367H,KBP1367I,KBP1367M,KBP1367N,KBP1368A,KBP1368M,KBP1369A,KBP1369M,KBP1370A,KBP1370M,KBP1371A,KBP1371M,KBP1372M,KBP1373A,KBP1373M,KBP1374A,KBP1374H,KBP1374I,KBP1374M,KBP1374N,KBP1375M,KBP1380H,KBP1380I,KBP1380M,KBP1380N,KBP1381H,KBP1381M,KBP1382I,KBP1382N,KBP1383I,KBP1383N,KBP1390M,KBP1392M,KBP1401M,KBP1403M,KBP1404M,KBP1414M,KBP1415M,KBP1416M,KBP1417M,KBP1442M,KBP1449M,KBP1455M,KBP1459M,KBP1470M,KBP1471M,KBP1472M,KBP1473M,KBP1474M,KBP1475M,KBP1476M,KBP1477M,KBP1478M,KBP1479M,KBP1480M,KBP1500M,KBP1501M,KBP1502M,KBP1505M,KBP1506M,KBP1507M,KBP1508M,KBP1509M,KBP1510M,KBP1511M,KBP1512M,KBP1513M,KBP1514M,KBP1600M,KBP1601M,KBP1602M,KBP1603M,KBP1604M,KBP1605M,KBP1606M,KBP1607M,KBP1608M,KBP1609M,KBP1610M,KBP1611M,KBP1612M,KBP1613M,KBP1614M,KBP1615M,KBP1616M,KBP1617M,KBP1618M,KBP1619M,KBP1620M,KBP1621M,KBP1622M,KBP1623M,KBP1624M,KBP1625M,KBP1626M,KBP1627M,KBP1628M,KBP1629M,KBP1630M,KBP1631M,KBP1632M,KBP1633M,KBP1634M,KBP1635M,KBP1636M,KBP1637M,KBP1638M,KBP1639M,KBP1640M,KBP1641M,KBP1642M,KBP1643M,KBP1644M,KBP1645M,KBP1646M,KBP1647M,KBP1648M,KBP1649M,KBP1650M,KBP1651M,KBP1652M,KBP1653M
20130100,99147,750,20779,87,224972,87,397,161814,499439,498,64364,13021,67953,70542,60349,458667,29,255,8835,1379,35887,4885,499439,881,24507,0,25388,195,661,775,43984,12022,56007,81,239,56327,42353,3220,0,462,490,56327,20693,2276,518862,565773,149989,321159,463696,562873,2582353,90514,20804,84810,201108,25069,425572,3007925,0,349751,288673,638424,3646349,505,13859,14822,23217,0,69356,92573,119979,294056,1081856,82628,157764,91776,253168,66360,799570,62364,2727030,185385,332628,40108,74,715811,55278,55657,3646349,92970,39949,162822,140734,1334664,2490286,92066,71607,635017,12523,46012,145780,0,11984,2252077,75481,62015,123369,48,8911,120793,171754,1865,13.46,9.82,11689,304,11993,138554,347717,3107,519882,280,25292,1,196,420,504,1121,16,1137,623,38,4341,1798,4710,13911,518181,732,377,0,40,55,0,237,0,325,4341,1798,32,19696,508,952,124856,170334,9240,110,325696,158292,2592716,64818,32.824,17147,17395,1.684,26445,27592,81.5,568891,628036,501,771,960,21348,0,5144,0,28724,,817,14891,15708,4846,4716,882,10444,26152,2572,28724,15900,75923,465388,483287,273336,510290,2296118,152248,411570,5482,273822,243012,14287,257299,3808351,12196,131016,1406,2276,2395462,8.64,-14180,-10092,2425296,2429071,16339,336212,8835,18042,327967,354844,-1944,354844,3808351,354844,133396,8192,278565,15728,1088102,901313,3538,-999,81022,83320,9.56,2506318,8.85,2283708,8.94,541311,7.8,1024598,837153,4.28,1861751,6.75,-1397,23814,2372042,2390120,0,40418,41562,567157,561899,-31174,-701434,5672,354413.7742,6453,273962.1682,20766,96923,5,8.5,8.57,4.2,4.72,5.2,5.34,3450,37148,13005,0,12585,680,203,2810,15598,975,14495,127,8520,11081,1082591,24588,47154,46840,1299223,273822,346542,358738,546451,928,794879,925895,102316,22038,1.89,4.14,4.81,4.4,0.66,3.86,4,4.17,4.63,5.21,6.19,7.94,8.77,2.15,3.45,2.53,4.44,4.93,5.08,5.31,5.38,6.49,7.18,7.82,5.46,4.85,8.81,13.1,7.59,9.95,15.11,13.56,9.86,10.27,13.62,8.81,13.51,7.59,10.49,15.16,10.73,21.2,11.02,28.54,8.89,12.45,8.82,12.15,7.59,9.79,12.19,8.26,6.56,7.8
20130200,96167,2604,21084,86,227052,86,397,155936,491042,440,64934,11404,67906,69998,57214,450719,27,249,8901,1379,35751,4572,491042,188,25007,0,25195,263,754,779,44432,9284,53716,81,170,53967,42636,4320,0,464,1363,53967,21002,2360,552609,557219,148594,334213,464742,557654,2615031,81625,20029,85232,201350,25825,431631,3046662,0,334906,290126,625031,3671693,505,11547,12407,19859,0,75577,95435,121153,297212,1082713,83742,157974,101858,264881,68419,810737,63389,2767325,186563,312843,42515,43,699851,55607,53474,3671693,116731,42865,158207,140552,1341377,2524452,90579,79082,633708,11930,48832,147121,0,10852,2269121,83776,63725,122838,32,9131,121115,157412,1914,13.38,9.78,12026,443,12469,143882,339850,3132,511446,281,27261,1,213,395,591,1201,3,1203,596,46,4428,1846,5098,13904,510361,734,548,0,45,55,0,141,0,291,4428,1846,32,20828,671,790,126575,168072,9919,161,327016,157996,2610453,65261,29.547,15664,17764,1.714,27920,27726,81.706,598793,631239,588,774,1040,20308,0,5163,0,27873,,828,15774,16602,5133,4996,934,11063,27665,208,27873,16324,76301,479395,468816,280861,504293,2297034,150933,412736,-23452,297275,244210,14533,258743,3823464,9456,121981,1404,2360,2413132,7.88,19266,5623,2444562,2434694,18072,348188,8901,16727,330223,355850,1006,355850,3823464,355850,134029,8009,281917,15535,1089610,915461,-22446,953,58575,84272,8.76,2503137,7.94,2302524,12.65,555696,8.61,1024513,844530,5.74,1869042,7.51,1294,17873,2373336,2407993,0,-1768,18301,565389,580200,6243,-695190,6104,360517.7336,9739,283701.5341,20460,93559,5,8.5,8.56,4.16,4.66,5.19,5.34,5550,37944,11392,0,15002,683,202,3562,18765,1549,16986,230,10601,11244,1083449,25007,46006,44743,1311024,297275,346043,355499,538612,945,798907,920888,102164,28182,2.02,4.16,4.8,4.4,0.67,3.88,4.01,4.33,4.81,5.23,6.22,7.87,8.75,1.97,3.45,2.68,4.47,4.83,5.07,5.33,5.38,6.47,7.08,7.67,5.45,4.85,8.83,13.16,7.6,9.9,15,14,9.92,10.23,13.53,8.79,13.55,7.61,10.54,15.07,10.96,20.81,11,29.24,8.87,12.43,8.86,12.2,7.59,9.7,12.24,8.19,6.83,7.88
20130300,103136,927,5209,86,219844,55,397,164960,498295,762,65373,9903,67228,80259,59290,459946,47,215,8618,1402,34403,3946,498295,4,24117,0,24120,370,768,777,31162,6726,37888,92,198,38177,29247,3046,0,466,84,38177,5127,1635,581691,557423,149890,331174,477793,554031,2652003,83514,21710,94505,197602,27152,438500,3090503,0,311317,294920,606237,3696740,5,8799,19015,20943,0,72274,93218,112825,300823,1083672,83935,167325,113836,274072,67677,832562,63482,2805921,175876,295369,42709,45,681234,56155,60212,3696740,126616,53071,144326,136045,1360109,2563860,88143,88438,646880,8375,48303,156893,0,10432,2298836,77841,48940,126936,82,7079,119363,146879,1891,12.97,9.76,12197,830,13026,148114,346200,2001,521803,281,28177,1,219,377,671,1268,4,1272,598,84,4468,1954,4939,13997,519959,730,581,0,46,71,0,150,0,331,4468,1954,45,20896,605,1286,129968,136757,10229,180,299921,158647,2632847,65821,32.114,17338,17816,1.635,26975,27399,84.172,617976,633179,565,774,1257,21475,0,5191,0,29262,,835,16248,17082,5287,5146,962,11396,28478,784,29262,16592,82187,498365,468106,272120,503363,2321986,152264,427769,-6079,303353,249039,14529,263567,3853129,6867,110631,1446,1635,2438330,7.85,25327,9488,2469889,2444182,17577,350611,8618,22061,325713,356393,543,356393,3853129,356393,129522,7228,285286,15780,1090530,941542,-5536,-17067,53040,67205,8.01,2522928,8.16,2333139,12.73,580551,8.78,1048658,852152,5.64,1900810,8.07,30837,11823,2404173,2419816,0,12886,6504,578275,586703,-1840,-697030,3126,363643.8912,11112,294813.6198,21701,95949,5,8.5,8.52,4.07,4.6,5.16,5.34,6050,31063,9886,10000,14668,611,225,4500,19393,1557,17662,173,11115,10123,1084404,24113,46077,42135,1317183,303353,336046,342913,539122,928,810557,921188,105659,27342,1.97,4.21,4.77,4.38,0.68,3.88,4.01,5.11,4.82,5.22,6.21,7.78,8.69,2.09,3.46,2.6,4.49,4.9,5.13,5.34,5.38,6.47,7.12,7.65,5.44,4.82,8.8,12.6,7.62,9.87,14.99,13.43,9.83,10.19,13.08,8.78,13.04,7.62,10.49,15.06,10.97,20.99,11.02,29.18,8.92,12.25,8.82,11.59,7.58,9.69,12.07,8.19,6.72,7.79
20130400,101607,728,7114,93,218867,56,397,153775,490582,1335,65938,15879,67261,76399,53271,453436,19,283,8762,1402,33588,3558,490582,0,23122,0,23122,682,535,792,42894,11974,54869,92,273,55233,40885,1481,0,467,2810,55233,7062,1878,547751,558023,145742,369508,447731,574093,2642849,91188,16225,97579,195145,26091,440307,3083156,0,336489,292707,629196,3712352,5,10142,31389,23004,0,72107,95112,115430,303871,1084874,84798,167668,102316,271179,67356,829873,64392,2795306,165143,328796,43146,43,704710,56460,60764,3712352,81052,51069,146070,145258,1380263,2550568,92280,81343,652586,12928,50714,156210,0,11458,2292362,72983,36322,128821,24,7129,133083,157322,1893,12.94,9.74,12710,441,13151,148901,349815,2341,517498,322,27586,1,207,382,738,1328,3,1331,599,77,4528,2007,5105,13851,515423,727,591,0,46,71,0,198,0,334,4528,2007,39,19420,594,1426,131484,143251,15583,194,311953,159410,2652013,66300,32.571,17501,17894,1.66,26920,27257,85.713,638641,642566,565,764,1206,21942,0,5485,0,29962,,838,16404,17242,5338,5195,971,11505,28747,1215,29962,16707,78597,501863,478583,308749,521959,2355826,148061,396611,37741,265613,246704,14946,261650,3873088,12123,121630,1419,1878,2446235,9.13,8390,42089,2478278,2486270,18367,353416,8762,32869,314469,356100,-293,356100,3873088,356100,143536,7769,288622,15495,1092104,930753,37448,19344,90488,86549,10.08,2568766,8.75,2326974,16.99,580460,13.37,1059043,853421,7.62,1912464,9.98,30249,24742,2434422,2444558,0,-15939,9796,562336,596500,350,-696680,-7632,356012.129,-13905,280908.2718,19236,96279,5,8.5,8.43,4.16,5.04,5.16,5.31,5535,31429,15832,3000,16255,768,380,4293,20928,1533,19205,190,12643,14776,1085604,23119,56069,46951,1323030,265613,354023,366146,545257,1121,806852,928482,110227,26079,1.86,4.14,4.86,4.4,0.65,3.88,3.98,4.3,4.84,5.18,6.19,7.86,8.51,2.01,3.49,2.45,4.48,4.98,5.1,5.33,5.36,6.39,6.89,7.48,5.45,4.82,8.83,12.53,7.59,9.58,15.06,13.68,9.83,10.17,13.03,8.82,12.98,7.63,10.45,15.12,10.97,20.91,11.02,29.11,8.89,12.37,8.84,11.49,7.42,9.3,12.18,8.03,6.66,7.7
20130500,101159,2445,6589,94,210287,49,397,201182,529049,510,66402,15975,67199,67047,57438,488345,16,231,8540,1402,33198,7506,529049,0,23009,0,23010,630,515,796,41358,7724,49082,92,137,49311,39417,1487,0,465,3727,49311,6543,1854,540321,568617,147924,344379,459274,596494,2657009,89479,16747,82024,197696,29279,424735,3081743,0,389114,293040,682154,3763897,5,7181,28050,20903,0,74669,95572,108882,307328,1088170,85962,171992,105015,281123,67121,840308,65710,2818199,154711,362281,44641,49,733576,56961,59589,3763897,84031,45741,141845,141236,1410551,2566484,90525,73172,659935,9974,54498,159893,0,12099,2309222,70468,36051,118660,11,7247,125471,186711,1859,12.87,9.72,13753,424,14177,149651,357294,2101,496288,318,29533,1,227,382,794,1404,3,1407,606,70,4630,2083,5360,13832,494211,726,607,0,107,81,0,187,0,335,4630,2083,40,19386,919,1865,135735,137687,13547,208,309347,160846,2657191,66430,33.61,17972,17925,1.715,27705,27437,86.948,670117,654976,639,1256,1221,22011,0,5975,0,31102,,834,16887,17721,5495,5348,1000,11844,29565,1537,31102,17360,80248,494039,490901,292673,539673,2375245,150372,407586,7903,257709,247651,14827,262478,3955463,7867,146726,1416,1854,2455483,9.05,10039,8685,2488317,2494955,17569,367009,8540,29537,305654,343731,-12369,343731,3955463,343731,136078,7474,292310,15253,1095670,941532,-4466,-7398,86022,79151,10.19,2574339,9.28,2344765,16.6,574287,11.49,1065189,850631,7.54,1915820,9.75,21071,15232,2455493,2459790,0,77623,45613,639959,642113,-62125,-758805,-6766,349246.4597,-10540,270368.5279,20160,95469,5,8.5,8.31,4.12,5.01,5.18,5.28,5835,30619,15941,2300,17398,842,424,4470,22292,1721,20340,230,14931,12703,1088898,23622,53521,54268,1331169,257709,354254,362121,617661,735,855354,1002080,121334,21846,1.83,4.25,4.85,4.4,0.67,3.88,4.03,4.54,4.75,5.13,6.16,7.84,8.76,2.22,3.5,2.41,4.46,4.96,5.1,5.28,5.33,6.43,7.03,7.45,5.45,4.79,8.81,12.47,7.59,9.5,14.95,13.61,9.8,10.14,12.96,8.77,12.93,7.64,10.43,15.03,10.25,20.93,11,29.15,8.89,12.3,8.84,11.41,7.41,9.21,11.76,8.02,6.65,7.68
20130600,102848,0,8460,102,207506,48,397,186138,507349,92,66534,10411,67073,65246,48125,469541,167,242,8403,1402,32041,5768,507349,1344,20014,469,21827,545,592,812,41409,6184,47593,92,114,47799,39459,1493,0,464,1337,47799,8424,2008,596612,610706,149779,349103,424253,585317,2715770,101633,22173,80767,197878,28808,425235,3141005,0,344154,296928,641082,3782087,5,4799,29270,19872,0,71143,91014,114384,310856,1089867,86973,179987,115168,299814,64308,853290,66658,2868002,156626,322940,46584,51,706086,57429,59556,3782087,124607,38866,142207,135454,1413909,2616506,99264,85223,665864,10376,53140,165858,0,14129,2326598,69095,37962,118664,0,7501,124412,166845,1948,12.82,9.72,12690,412,13102,155674,352730,2011,497407,311,28479,1,218,400,854,1474,4,1478,606,72,4682,2156,6498,13933,494666,725,609,0,143,91,0,210,0,336,4682,2156,41,19352,669,1057,142960,137928,8693,199,310857,161874,2668856,66721,31.527,17003,17938,1.51,25007,25657,79.191,615470,651074,600,1230,1296,21772,0,5960,0,30858,,830,17177,18007,5590,5440,1017,12047,30054,804,30858,17624,82970,513407,506830,294330,528064,2373998,152046,379321,-38691,296401,251479,14873,266352,3947345,6334,128416,1567,2008,2473908,8.92,19220,14116,2507537,2509071,17742,374487,8403,30763,314502,353669,9937,353669,3947345,353669,135464,9239,295925,15162,1097482,954267,-28754,-704,57268,78447,9.84,2564805,9.52,2362835,16.94,596376,15.61,1103207,825696,9.03,1928903,9.17,1474,11029,2456967,2470819,0,-16602,-26298,623357,615815,27610,-731195,6704,355950.7266,407,270775.2777,18231,96729,5,8.5,8.23,4.2,5.11,5.2,5.31,6750,31547,10373,6000,15696,877,260,5080,21036,1848,19029,159,14565,13636,1090595,21313,53439,54504,1332280,296401,342751,349086,578539,735,844027,972443,113697,20857,1.86,4.24,4.83,4.4,0.66,3.91,4.06,4.51,4.49,5.18,6.13,7.81,8.74,2.31,3.5,2.41,4.49,4.95,5.11,5.4,5.35,6.28,7.07,7.48,5.44,4.79,8.84,12.4,7.58,9.52,14.76,13.76,9.8,10.13,12.9,8.75,12.88,7.63,10.44,14.84,11.22,20.96,11.01,29.09,8.93,12.31,8.89,11.38,7.43,9.23,11.75,7.84,6.67,7.67
20130700,103023,842,15110,400,214127,48,397,187716,510242,557,66813,4931,67164,63242,52641,468732,79,232,8393,1402,36463,5047,510242,353,26004,0,26356,511,693,828,43194,8457,51651,92,150,51893,41162,47,0,548,1070,51893,15044,3219,561764,608807,151967,356413,426859,588363,2694172,104217,15830,73310,200997,26576,414471,3108643,0,331727,291756,623482,3732125,5,8061,23898,23749,0,72830,96579,113837,314782,1090418,87350,178860,104104,291024,63710,842268,67786,2839706,150746,307338,46119,50,683013,57717,55111,3732125,79740,46978,138694,127794,1445260,2594225,99948,75345,669100,11314,52233,166752,0,12108,2319564,70108,36688,114058,0,7420,125073,160551,1820,12.76,9.71,13580,432,14013,149065,355675,2290,503741,316,29835,1,227,412,898,1539,9,1548,605,67,4736,2219,6300,14125,501031,716,620,0,169,101,0,240,0,336,4736,2219,38,20301,725,1160,144132,136035,6823,199,309375,162603,2681534,67038,33.683,18283,17630,1.59,26805,25994,88.953,695454,658742,580,830,1296,23329,0,5510,0,32045,500,822,17023,17845,5540,5391,1008,11939,29784,2261,32045,17876,79266,517175,519775,305966,531282,2406796,154384,378215,45078,251323,245914,14806,260720,3912311,8905,121621,1479,3219,2466112,7.42,-6943,1373,2500594,2510445,16690,380626,8393,23946,309955,342294,-11375,342294,3912311,342294,137280,7814,300191,14822,1097504,942982,33704,-5026,90971,73421,8.15,2591565,8.66,2355499,15.44,596441,13.02,1116216,838564,8.42,1954780,7.34,29095,1001,2486062,2471820,0,10645,19001,634002,634816,-8310,-739505,-14662,341289.1067,-760,270015.4014,22812,99148,5,8.5,8.29,4.19,5.1,5.1,5.27,6150,32122,4928,6000,17838,1110,286,5083,23207,1962,21052,193,14544,14656,1091136,27138,46755,50795,1339420,251323,328072,336977,577229,717,849359,970979,98443,23865,1.88,4.16,4.83,4.37,0.64,3.88,4.05,4.63,4.12,5.18,6.13,7.78,8.68,2.32,3.5,2.33,4.42,4.96,5.11,5.4,5.32,6.31,6.95,7.46,5.46,4.76,8.85,12.33,7.58,9.48,14.85,13.58,9.78,10.13,12.85,8.81,12.83,7.67,10.35,15.06,11.26,20.78,11.04,29.04,8.93,12.24,8.88,11.26,7.36,9.14,11.61,8,6.27,7.56
20130800,105282,803,14246,879,216396,51,397,210071,537855,609,67081,5658,67112,65665,58048,494693,42,279,8331,1402,36977,6185,537855,1909,25014,0,26923,462,578,839,46111,4999,51110,92,199,51401,44232,1064,0,550,1708,51401,14179,5678,568381,588954,154938,397010,447422,570292,2726997,101420,20856,77963,202129,28901,422457,3149454,0,349244,288218,637462,3786917,5,12550,15668,22100,0,74387,96487,114869,318061,1096227,88586,182085,106003,306759,64454,869367,69991,2894335,145180,313813,46755,49,687785,54242,54068,3786917,87157,44917,136390,128088,1448503,2622593,104404,80901,676427,20211,51445,169411,0,12674,2351878,84101,36603,108577,0,7247,125761,166239,2016,12.73,9.71,13598,592,14190,152038,359479,2783,496572,289,31801,2,239,408,941,1589,10,1599,616,71,4808,2287,6345,14033,493824,721,659,0,170,102,0,221,0,337,4808,2287,78,19791,958,1479,144992,127857,5209,138,300424,163213,2705546,67639,32.664,17858,17891,1.554,25746,25513,87.986,677405,661201,580,830,1221,23579,0,5516,0,32226,500,819,16981,17800,5526,5378,1006,11910,29710,2517,32226,18152,83176,515190,507565,327845,511732,2412421,157365,392724,-12859,264181,242230,14962,257192,3979007,5929,127967,1442,5678,2500494,8.02,36729,21700,2537322,2532145,18038,401244,8331,16731,306834,331896,-10397,331896,3979007,331896,140254,9250,303410,14882,1103593,965933,-23256,-17743,67715,55678,7.89,2605038,8.89,2387818,14.86,598365,11.38,1105930,877934,8.95,1983864,6.88,9534,411,2495596,2472231,362,38735,28797,672737,663613,-42673,-782178,-7420,333869.0185,4717,274732.3048,23056,99339,5,8.5,8.35,4.05,5.12,5.14,5.31,6150,31980,5651,6000,17532,1049,342,4895,22768,2037,20440,292,15043,9743,1096950,25325,41081,48705,1342691,264181,345237,351166,610871,720,895936,1023903,85885,26202,1.84,4.23,4.84,4.39,0.64,3.88,4.06,4.64,4.1,5.2,6.13,7.75,8.54,2.24,3.51,2.31,4.49,4.95,5.12,5.43,5.35,6.35,6.96,7.5,5.46,4.79,8.86,12.26,7.61,9.45,14.93,13.29,9.76,10.12,12.81,8.84,12.76,7.68,10.38,15.02,11.27,20.82,11.02,29.01,8.93,12.21,8.87,11.19,7.36,9.15,11.45,8.12,6.35,7.59
20130900,105604,622,14328,698,235167,49,397,199457,547947,2523,67684,7272,67222,82091,53857,502609,22,208,8195,1402,40108,5230,547947,6662,23619,0,30281,444,573,901,42576,3548,46125,92,138,46354,40658,1068,0,553,62,46354,14266,5899,583677,598820,155828,359422,486097,552053,2735897,98451,17973,73671,197993,27427,406176,3142073,0,327759,289824,617583,3759656,5,17261,7240,23064,0,66148,89213,118901,321702,1101039,89552,177993,108975,276472,65080,868791,67471,2883040,148728,299888,45917,49,672478,54693,60232,3759656,89476,39675,145848,135933,1443582,2635124,100773,79947,679878,20784,50183,165365,0,12629,2368029,79280,37398,111329,10,7734,125237,159819,1734,12.7,9.7,12634,863,13496,157064,349495,2479,503312,0,29753,2,245,450,967,1663,10,1673,617,74,4886,2363,6172,14085,500880,722,662,0,250,104,0,230,0,337,4886,2363,57,20620,564,1307,149748,131273,6192,158,309862,163363,2727848,68196,31.793,17345,18357,1.394,23844,24154,84.34,653484,668760,586,830,1196,23066,0,5497,0,31675,500,817,17080,17897,5558,5410,1011,11979,29876,1799,31675,18449,82533,528903,510829,303528,496965,2425775,158358,427192,-15280,279461,243670,15133,258803,3965089,4295,116594,1422,5899,2516856,7.46,16731,16508,2554053,2548653,18837,377434,8195,8308,310146,326649,-5248,326649,3965089,326649,140520,9336,306732,15201,1108388,973876,-20527,-7340,47188,48338,7,2601241,8.29,2404197,14.69,611435,11.58,1122264,889078,9.82,2011342,7,12711,17957,2508308,2490188,0,-454,-12173,672283,651440,16962,-765216,-4002,329866.6788,7726,282457.9231,22561,99518,5,8.5,8.23,4.24,4.99,5.17,5.23,6150,32677,7261,5000,16431,990,208,4544,21184,1920,19101,162,14157,10074,1101763,23558,43947,53118,1345090,279461,320059,324354,594163,730,880043,996637,87750,21608,1.85,4.17,4.85,4.37,0.66,3.89,4.07,4.66,4.04,5.18,6.16,7.75,8.64,2.13,3.52,2.3,4.44,4.93,5.14,5.48,5.24,6.4,6.9,7.53,5.45,4.74,8.85,12.19,7.62,9.23,14.86,13.28,9.7,10.11,12.78,8.84,12.72,7.69,10.3,14.96,11.32,20.69,10.96,28.99,8.93,12.21,8.86,11.12,7.33,8.91,11.46,7.91,6.2,7.48
20131000,105445,1183,10762,538,228398,9,397,196784,537102,1099,68242,6070,67278,79296,53163,495570,15,244,8259,1402,37145,4388,537102,18,27207,0,27226,401,559,907,43452,7399,50851,92,180,51123,41585,745,0,556,1679,51123,10701,6991,566629,608149,160670,370050,483843,540028,2729369,91647,20225,75353,202108,26973,415191,3144560,0,313606,291337,604942,3749502,2505,16957,10989,25056,0,73456,98512,112017,325581,1104357,92016,179514,107660,266648,65548,858410,67728,2864509,152757,302365,44314,45,678904,55573,52003,3749502,84470,40468,140039,131518,1449179,2632204,97166,82044,683075,21411,50875,166056,226,13232,2364142,72419,43638,109118,10,9133,125317,155855,1747,12.65,9.67,13734,475,14208,160621,359484,2448,507994,0,32011,3,255,490,974,1723,9,1732,618,77,5002,2426,5661,14020,505575,706,665,0,292,99,0,262,0,344,5002,2426,57,20672,633,1261,150010,137148,6543,178,316446,163722,2749678,68742,36.757,18928,17826,1.57,25662,24909,89.053,704222,664707,635,830,1196,23467,0,5542,0,32170,500,830,17596,18426,5726,5573,1042,12341,30768,1402,32170,18819,80382,519766,521149,305724,492122,2423530,162514,422255,6816,272645,245180,15181,260361,3940229,7946,111574,1415,6991,2515006,7.62,127,16210,2554180,2564862,18664,364332,8259,11734,318059,338052,11403,338052,3940229,338052,143132,9749,310734,15092,1111998,963474,18219,3932,65407,52270,7.22,2619587,7.78,2401299,14.95,600148,11.9,1121297,890493,10.97,2011789,7.02,-4397,2327,2503911,2492516,0,-24640,-6336,647642,645103,1898,-763318,3031,332897.3636,-6932,275525.6109,24881,99922,5,8.5,8.29,4.24,4.99,5.19,5.31,6650,30416,6065,7000,20442,1103,404,5184,26030,1998,23821,211,15994,13477,1105065,27165,44208,45778,1352499,272645,315887,323833,579480,1690,859902,971475,76522,19160,1.83,4.17,4.87,4.39,0.66,3.91,4.09,4.66,3.99,5.18,6.17,7.77,8.57,2.14,3.52,2.22,4.44,4.97,5.15,5.49,5.35,6.42,6.89,7.54,5.52,4.78,8.87,12.09,7.62,9.2,14.86,13.49,9.76,10.1,12.75,8.91,12.65,7.71,10.3,14.96,11.5,20.67,10.98,29.02,8.93,12.14,8.86,11.04,7.36,9,11.47,7.95,6.42,7.6
